WKT;GID;ID_HOJA;TIPO;CONTEXTO;COTA
"MULTIPOINT ((439913.43 4106633.81))";"891238";"102632";TER;CGN;739.62
"MULTIPOINT ((439609.84 4106593.33))";"891239";"102632";TER;CGN;777.74
"MULTIPOINT ((439243.72 4106625.99))";"891240";"102632";TER;CGN;778.82
"MULTIPOINT ((439301.54 4106524.04))";"891241";"102632";TER;CGN;788.80
"MULTIPOINT ((439135.57 4106596.98))";"891242";"102632";TER;CGN;804.69
"MULTIPOINT ((438978.34 4106790.41))";"891243";"102632";TER;CGN;832.71
"MULTIPOINT ((439109.32 4108134.15))";"891244";"102632";TER;CGN;814.68
"MULTIPOINT ((439119.84 4108414.39))";"891245";"102632";TER;CGN;794.51
"MULTIPOINT ((439821.58 4108775.57))";"891246";"102632";TER;CGN;755.60
"MULTIPOINT ((440078.06 4108887.89))";"891247";"102632";TER;CGN;745.29
"MULTIPOINT ((440149.36 4108603.06))";"891248";"102632";TER;CGN;754.86
"MULTIPOINT ((439871.33 4108099.97))";"891249";"102632";TER;CGN;778.85
"MULTIPOINT ((440078.29 4108110.34))";"891250";"102632";TER;CGN;796.86
"MULTIPOINT ((440086.46 4107717.52))";"891251";"102632";TER;CGN;743.13
"MULTIPOINT ((439887.19 4107622.82))";"891252";"102632";TER;CGN;748.06
"MULTIPOINT ((439899.1 4107120.8))";"891253";"102632";TER;CGN;743.73
"MULTIPOINT ((440152.29 4107054.41))";"891254";"102632";TER;CGN;736.42
"MULTIPOINT ((440046.35 4107376.22))";"891255";"102632";TER;CGN;747.87
"MULTIPOINT ((439460.61 4107040.25))";"891256";"102632";TER;CGN;777.62
"MULTIPOINT ((439500.33 4106765.51))";"891257";"102632";TER;CGN;765.25
"MULTIPOINT ((439255.61 4106878.74))";"891258";"102632";TER;CGN;789.37
"MULTIPOINT ((439513.91 4107549.64))";"891259";"102632";TER;CGN;766.96
"MULTIPOINT ((439135.9 4107764.46))";"891260";"102632";TER;CGN;815.72
"MULTIPOINT ((439722.1 4107847.98))";"891261";"102632";TER;CGN;768.58
"MULTIPOINT ((440209.67 4107855.02))";"891262";"102632";TER;CGN;736.10
"MULTIPOINT ((439633.4 4108039.3))";"891263";"102632";TER;CIM;809.95
"MULTIPOINT ((439515.52 4107830.24))";"891264";"102632";TER;COL;785.55
"MULTIPOINT ((439725.87 4108472.34))";"891265";"102632";TER;CGN;774.46
"MULTIPOINT ((439427.32 4108504.97))";"891266";"102632";TER;CGN;778.36
"MULTIPOINT ((440176.42 4104490.89))";"891267";"102632";TER;CGN;802.31
"MULTIPOINT ((439049.66 4104565.17))";"891268";"102632";TER;CGN;785.31
"MULTIPOINT ((439363.63 4104604.22))";"891269";"102632";TER;CGN;765.28
"MULTIPOINT ((438954.83 4104930.33))";"891270";"102632";TER;CGN;758.46
"MULTIPOINT ((439972.3 4104507.87))";"891271";"102632";TER;CGN;795.03
"MULTIPOINT ((439743.42 4104613.88))";"891272";"102632";TER;CGN;789.25
"MULTIPOINT ((439547.84 4104853.52))";"891273";"102632";TER;CGN;798.44
"MULTIPOINT ((439140.56 4105021.39))";"891274";"102632";TER;CGN;790.77
"MULTIPOINT ((439258.29 4104990.32))";"891275";"102632";TER;CGN;789.49
"MULTIPOINT ((439260.94 4105246.13))";"891276";"102632";TER;CGN;765.73
"MULTIPOINT ((439623.29 4105200.32))";"891277";"102632";TER;CGN;773.87
"MULTIPOINT ((439886.23 4105211.18))";"891278";"102632";TER;CGN;785.82
"MULTIPOINT ((440084.4 4105383.53))";"891279";"102632";TER;CGN;772.42
"MULTIPOINT ((439831.42 4105413.19))";"891280";"102632";TER;CGN;772.99
"MULTIPOINT ((439877.26 4105717.16))";"891281";"102632";TER;CGN;766.12
"MULTIPOINT ((439857.5 4106060.67))";"891282";"102632";TER;CGN;754.68
"MULTIPOINT ((439792.28 4106155.52))";"891283";"102632";TER;CGN;781.89
"MULTIPOINT ((439734.93 4106229.27))";"891284";"102632";TER;CGN;777.93
"MULTIPOINT ((439637.44 4106310.33))";"891285";"102632";TER;CGN;781.86
"MULTIPOINT ((439598.68 4106374.56))";"891286";"102632";TER;CGN;769.49
"MULTIPOINT ((439405.68 4106331.25))";"891287";"102632";TER;CGN;795.83
"MULTIPOINT ((439152.93 4106258.13))";"891288";"102632";TER;CGN;832.89
"MULTIPOINT ((439105.71 4106473.67))";"891289";"102632";TER;CGN;822.77
"MULTIPOINT ((439151.79 4106063.86))";"891290";"102632";TER;CGN;818.83
"MULTIPOINT ((439022.18 4105803.71))";"891291";"102632";TER;CGN;781.94
"MULTIPOINT ((439360.76 4105766.58))";"891292";"102632";TER;CGN;773.23
"MULTIPOINT ((439273.33 4105691.25))";"891293";"102632";TER;CGN;778.72
"MULTIPOINT ((439397.44 4105613.83))";"891294";"102632";TER;CGN;793.66
"MULTIPOINT ((439608.2 4105459.19))";"891295";"102632";TER;CGN;787.30
"MULTIPOINT ((439143.6 4105488.15))";"891296";"102632";TER;CGN;776.94
"MULTIPOINT ((440016.42 4105057.11))";"891297";"102632";TER;CGN;799.41
"MULTIPOINT ((439934.65 4104762.25))";"891298";"102632";TER;CGN;798.62
"MULTIPOINT ((439800.5 4105077.58))";"891299";"102632";TER;CGN;785.12
"MULTIPOINT ((440685.76 4105868.34))";"891300";"102632";TER;CGN;783.14
"MULTIPOINT ((440501.85 4105925.94))";"891301";"102632";TER;CGN;765.34
"MULTIPOINT ((440128.85 4106194.35))";"891302";"102632";TER;CGN;745.38
"MULTIPOINT ((440393.96 4105939.06))";"891303";"102632";TER;CGN;775.63
"MULTIPOINT ((440195.26 4105828.27))";"891304";"102632";TER;CGN;797.33
"MULTIPOINT ((440492.52 4105534.04))";"891305";"102632";TER;CGN;820.17
"MULTIPOINT ((440755.49 4105369.13))";"891306";"102632";TER;CGN;793.96
"MULTIPOINT ((441002.98 4105342.04))";"891307";"102632";TER;CGN;791.50
"MULTIPOINT ((440876.34 4105583.54))";"891308";"102632";TER;CGN;789.92
"MULTIPOINT ((440712.6 4105733.1))";"891309";"102632";TER;CGN;776.74
"MULTIPOINT ((440847.6 4105753.38))";"891310";"102632";TER;CGN;774.80
"MULTIPOINT ((441167.02 4105893.1))";"891311";"102632";TER;CGN;793.03
"MULTIPOINT ((441379.48 4105890.79))";"891312";"102632";TER;CGN;773.91
"MULTIPOINT ((441342.38 4105796.49))";"891313";"102632";TER;CGN;765.79
"MULTIPOINT ((441534.05 4105815.72))";"891314";"102632";TER;CGN;763.43
"MULTIPOINT ((441357.69 4105534.65))";"891315";"102632";TER;CGN;774.63
"MULTIPOINT ((441198.04 4105637.49))";"891316";"102632";TER;CGN;782.75
"MULTIPOINT ((441211.66 4105559.6))";"891317";"102632";TER;CGN;779.47
"MULTIPOINT ((441465.2 4105553.69))";"891318";"102632";TER;CGN;783.67
"MULTIPOINT ((441484.51 4105484.81))";"891319";"102632";TER;CGN;776.83
"MULTIPOINT ((441476.91 4105283.07))";"891320";"102632";TER;CGN;798.01
"MULTIPOINT ((441389.71 4105237.88))";"891321";"102632";TER;CGN;787.52
"MULTIPOINT ((441257.04 4105227.3))";"891322";"102632";TER;CGN;798.98
"MULTIPOINT ((441084.65 4105144.85))";"891323";"102632";TER;CGN;803.60
"MULTIPOINT ((441098.27 4105127.28))";"891324";"102632";TER;CGN;795.65
"MULTIPOINT ((440950.07 4105024.45))";"891325";"102632";TER;CGN;800.28
"MULTIPOINT ((440712.17 4105006.96))";"891326";"102632";TER;CGN;794.30
"MULTIPOINT ((440478.16 4105035.7))";"891327";"102632";TER;CGN;784.03
"MULTIPOINT ((440271.97 4105099.64))";"891328";"102632";TER;CGN;778.75
"MULTIPOINT ((440480.11 4104732.03))";"891329";"102632";TER;CGN;793.84
"MULTIPOINT ((440788.67 4104916.71))";"891330";"102632";TER;CGN;795.23
"MULTIPOINT ((441341.92 4104749.21))";"891331";"102632";TER;CGN;809.20
"MULTIPOINT ((441515.55 4104707.24))";"891332";"102632";TER;CGN;799.14
"MULTIPOINT ((441347.75 4104551.16))";"891333";"102632";TER;CGN;783.01
"MULTIPOINT ((441190.97 4104609.41))";"891334";"102632";TER;CGN;794.90
"MULTIPOINT ((440961.05 4104567.9))";"891335";"102632";TER;CGN;819.67
"MULTIPOINT ((440955.43 4104361.71))";"891336";"102632";TER;CGN;822.05
"MULTIPOINT ((441864.29 4104549.86))";"891337";"102632";TER;CGN;796.28
"MULTIPOINT ((442062.75 4104767.53))";"891338";"102632";TER;CGN;784.51
"MULTIPOINT ((441907.42 4105020.61))";"891339";"102632";TER;CGN;773.65
"MULTIPOINT ((442061.74 4105208.98))";"891340";"102632";TER;CGN;767.62
"MULTIPOINT ((441789.33 4105124.17))";"891341";"102632";TER;CGN;772.71
"MULTIPOINT ((441629.17 4105082.05))";"891342";"102632";TER;CGN;788.52
"MULTIPOINT ((441424.35 4105017.14))";"891343";"102632";TER;CGN;801.64
"MULTIPOINT ((441363.2 4104985.85))";"891344";"102632";TER;CGN;799.32
"MULTIPOINT ((441111.78 4104865.33))";"891345";"102632";TER;CGN;817.46
"MULTIPOINT ((440846.68 4104718.11))";"891346";"102632";TER;CGN;807.31
"MULTIPOINT ((440744.01 4104438.21))";"891347";"102632";TER;CGN;822.91
"MULTIPOINT ((440836.94 4104380.76))";"891348";"102632";TER;CGN;818.32
"MULTIPOINT ((440542.63 4104399.38))";"891349";"102632";TER;CGN;816.62
"MULTIPOINT ((440611.51 4105263.23))";"891350";"102632";TER;CGN;804.64
"MULTIPOINT ((440305.52 4104901.98))";"891351";"102632";TER;CGN;782.07
"MULTIPOINT ((441808.32 4105321.54))";"891352";"102632";TER;CGN;773.94
"MULTIPOINT ((441812.96 4105612.34))";"891353";"102632";TER;CGN;776.91
"MULTIPOINT ((441848.75 4105811.28))";"891354";"102632";TER;CGN;765.91
"MULTIPOINT ((441985.81 4106009.64))";"891355";"102632";TER;CGN;754.24
"MULTIPOINT ((441824.02 4105993.85))";"891356";"102632";TER;CGN;760.45
"MULTIPOINT ((441863.97 4106089.5))";"891357";"102632";TER;CGN;758.51
"MULTIPOINT ((441816.1 4106236.95))";"891358";"102632";TER;CGN;746.68
"MULTIPOINT ((441740.9 4106024.9))";"891359";"102632";TER;CGN;747.81
"MULTIPOINT ((441665.84 4105906.64))";"891360";"102632";TER;CGN;753.59
"MULTIPOINT ((441549.72 4105991.14))";"891361";"102632";TER;CGN;774.43
"MULTIPOINT ((441522.65 4106203.61))";"891362";"102632";TER;CGN;754.04
"MULTIPOINT ((441424.19 4106118.9))";"891363";"102632";TER;CGN;744.43
"MULTIPOINT ((441191.0 4106027.69))";"891364";"102632";TER;CGN;786.79
"MULTIPOINT ((440985.62 4106037.46))";"891365";"102632";TER;CGN;769.90
"MULTIPOINT ((440985.85 4105917.72))";"891366";"102632";TER;CGN;787.69
"MULTIPOINT ((440034.21 4106189.22))";"891367";"102632";TER;CGN;769.86
"MULTIPOINT ((441175.43 4105366.02))";"891368";"102632";TER;CGN;793.37
"MULTIPOINT ((441170.15 4105319.5))";"891369";"102632";TER;CGN;788.11
"MULTIPOINT ((442770.51 4105616.07))";"891370";"102632";TER;CGN;780.86
"MULTIPOINT ((442912.3 4105479.36))";"891371";"102632";TER;CGN;773.34
"MULTIPOINT ((442921.6 4105405.81))";"891372";"102632";TER;CGN;781.62
"MULTIPOINT ((442974.31 4105384.08))";"891373";"102632";TER;CGN;778.92
"MULTIPOINT ((443013.75 4105310.53))";"891374";"102632";TER;CGN;782.63
"MULTIPOINT ((443619.67 4104413.45))";"891375";"102632";TER;CGN;819.07
"MULTIPOINT ((443677.15 4104552.36))";"891376";"102632";TER;CGN;815.53
"MULTIPOINT ((443601.91 4104682.54))";"891377";"102632";TER;CGN;812.65
"MULTIPOINT ((443411.05 4104692.69))";"891378";"102632";TER;CGN;807.35
"MULTIPOINT ((443375.41 4104795.02))";"891379";"102632";TER;CGN;805.68
"MULTIPOINT ((443293.05 4104895.87))";"891380";"102632";TER;CGN;804.58
"MULTIPOINT ((443013.09 4104735.25))";"891381";"102632";TER;CGN;798.66
"MULTIPOINT ((442820.88 4104692.08))";"891382";"102632";TER;CGN;786.07
"MULTIPOINT ((442657.23 4104634.97))";"891383";"102632";TER;CGN;775.61
"MULTIPOINT ((442535.85 4104558.22))";"891384";"102632";TER;CGN;767.40
"MULTIPOINT ((442439.83 4104452.1))";"891385";"102632";TER;CGN;767.40
"MULTIPOINT ((442345.15 4104420.15))";"891386";"102632";TER;CGN;768.19
"MULTIPOINT ((442542.13 4104374.51))";"891387";"102632";TER;CGN;773.90
"MULTIPOINT ((442377.46 4104637.04))";"891388";"102632";TER;CGN;767.68
"MULTIPOINT ((442363.56 4104823.89))";"891389";"102632";TER;CGN;764.97
"MULTIPOINT ((442379.66 4105072.0))";"891390";"102632";TER;CGN;764.18
"MULTIPOINT ((442387.84 4105284.59))";"891391";"102632";TER;CGN;761.57
"MULTIPOINT ((442405.77 4105418.24))";"891392";"102632";TER;CGN;753.71
"MULTIPOINT ((442497.16 4105579.23))";"891393";"102632";TER;CGN;754.43
"MULTIPOINT ((442633.84 4105876.46))";"891394";"102632";TER;CGN;748.08
"MULTIPOINT ((442815.94 4106095.98))";"891395";"102632";TER;CGN;742.35
"MULTIPOINT ((442922.56 4106003.35))";"891396";"102632";TER;CGN;747.07
"MULTIPOINT ((443107.09 4105865.36))";"891397";"102632";TER;CGN;758.24
"MULTIPOINT ((443342.91 4105991.8))";"891398";"102632";TER;CGN;763.63
"MULTIPOINT ((443515.05 4106145.83))";"891399";"102632";TER;CGN;768.50
"MULTIPOINT ((443234.26 4106231.16))";"891400";"102632";TER;CGN;763.89
"MULTIPOINT ((443931.67 4106239.11))";"891401";"102632";TER;CGN;758.82
"MULTIPOINT ((443911.05 4105892.12))";"891402";"102632";TER;CGN;765.50
"MULTIPOINT ((443496.95 4105887.76))";"891403";"102632";TER;CGN;778.52
"MULTIPOINT ((443738.94 4105652.88))";"891404";"102632";TER;CGN;771.61
"MULTIPOINT ((444036.63 4105486.67))";"891405";"102632";TER;CGN;776.83
"MULTIPOINT ((444038.14 4105286.5))";"891406";"102632";TER;CGN;781.53
"MULTIPOINT ((443809.4 4105240.38))";"891407";"102632";TER;CGN;784.80
"MULTIPOINT ((443623.13 4105441.5))";"891408";"102632";TER;CGN;788.21
"MULTIPOINT ((443442.09 4105415.74))";"891409";"102632";TER;CGN;783.65
"MULTIPOINT ((443194.65 4105341.96))";"891410";"102632";TER;CGN;801.92
"MULTIPOINT ((443298.78 4105099.43))";"891411";"102632";TER;CGN;807.71
"MULTIPOINT ((443671.18 4104878.08))";"891412";"102632";TER;CGN;806.01
"MULTIPOINT ((443796.57 4104691.59))";"891413";"102632";TER;CGN;814.14
"MULTIPOINT ((443948.17 4104493.27))";"891414";"102632";TER;CGN;810.26
"MULTIPOINT ((443595.16 4104535.16))";"891415";"102632";TER;CGN;812.96
"MULTIPOINT ((443358.41 4104597.73))";"891416";"102632";TER;CGN;809.18
"MULTIPOINT ((443165.57 4104773.45))";"891417";"102632";TER;CGN;814.42
"MULTIPOINT ((443385.17 4104442.7))";"891418";"102632";TER;CGN;816.00
"MULTIPOINT ((442701.04 4104383.2))";"891419";"102632";TER;CGN;772.80
"MULTIPOINT ((442723.73 4104518.85))";"891420";"102632";TER;CGN;776.05
"MULTIPOINT ((442886.36 4104594.76))";"891421";"102632";TER;CGN;784.57
"MULTIPOINT ((443053.42 4104420.67))";"891422";"102632";TER;CGN;784.59
"MULTIPOINT ((443092.29 4104573.7))";"891423";"102632";TER;CGN;798.62
"MULTIPOINT ((442550.47 4104716.79))";"891424";"102632";TER;CGN;779.22
"MULTIPOINT ((442733.48 4104718.19))";"891425";"102632";TER;CGN;782.13
"MULTIPOINT ((442786.46 4104815.75))";"891426";"102632";TER;CGN;785.43
"MULTIPOINT ((442673.5 4104910.83))";"891427";"102632";TER;CGN;773.14
"MULTIPOINT ((442584.67 4104910.52))";"891428";"102632";TER;CGN;766.40
"MULTIPOINT ((442565.83 4105052.92))";"891429";"102632";TER;CGN;758.88
"MULTIPOINT ((442532.7 4105233.0))";"891430";"102632";TER;CGN;753.03
"MULTIPOINT ((442906.96 4105127.02))";"891431";"102632";TER;CGN;787.63
"MULTIPOINT ((442988.57 4104889.42))";"891432";"102632";TER;CGN;794.97
"MULTIPOINT ((443469.12 4105700.26))";"891433";"102632";TER;CGN;777.96
"MULTIPOINT ((443846.74 4106037.62))";"891434";"102632";TER;CGN;763.34
"MULTIPOINT ((442639.22 4106118.09))";"891435";"102632";TER;CGN;739.84
"MULTIPOINT ((442387.17 4105990.68))";"891436";"102632";TER;CGN;742.92
"MULTIPOINT ((442429.09 4105736.03))";"891437";"102632";TER;CGN;743.52
"MULTIPOINT ((442403.8 4105664.42))";"891438";"102632";TER;CGN;747.39
"MULTIPOINT ((442414.91 4105491.46))";"891439";"102632";TER;CGN;749.34
"MULTIPOINT ((442274.0 4105442.82))";"891440";"102632";TER;CGN;763.44
"MULTIPOINT ((442200.7 4105735.3))";"891441";"102632";TER;CGN;745.97
"MULTIPOINT ((442169.03 4105892.84))";"891442";"102632";TER;CGN;744.90
"MULTIPOINT ((442263.17 4105175.77))";"891443";"102632";TER;CGN;786.16
"MULTIPOINT ((443921.45 4105043.06))";"891444";"102632";TER;CGN;792.41
"MULTIPOINT ((443613.56 4105189.85))";"891445";"102632";TER;CGN;788.39
"MULTIPOINT ((444069.58 4105031.99))";"891446";"102632";TER;CGN;792.86
"MULTIPOINT ((444265.72 4104959.97))";"891447";"102632";TER;CGN;793.15
"MULTIPOINT ((444471.29 4104937.52))";"891448";"102632";TER;CGN;795.14
"MULTIPOINT ((444718.68 4104768.9))";"891449";"102632";TER;CGN;803.18
"MULTIPOINT ((444911.22 4104665.13))";"891450";"102632";TER;CGN;805.76
"MULTIPOINT ((445194.87 4104599.22))";"891451";"102632";TER;CGN;815.20
"MULTIPOINT ((445368.83 4104465.89))";"891452";"102632";TER;CGN;824.73
"MULTIPOINT ((444315.92 4104363.68))";"891453";"102632";TER;CGN;824.36
"MULTIPOINT ((444210.16 4104555.42))";"891454";"102632";TER;CGN;815.24
"MULTIPOINT ((444145.34 4104735.42))";"891455";"102632";TER;CGN;805.98
"MULTIPOINT ((444383.18 4104732.36))";"891456";"102632";TER;CGN;805.64
"MULTIPOINT ((444483.7 4104497.23))";"891457";"102632";TER;CGN;824.59
"MULTIPOINT ((445678.98 4104658.14))";"891458";"102632";TER;CGN;823.74
"MULTIPOINT ((445461.98 4104950.13))";"891459";"102632";TER;CGN;822.82
"MULTIPOINT ((445260.08 4105085.33))";"891460";"102632";TER;CGN;814.48
"MULTIPOINT ((444981.09 4105166.47))";"891461";"102632";TER;CGN;806.01
"MULTIPOINT ((444690.0 4105264.32))";"891462";"102632";TER;CGN;792.86
"MULTIPOINT ((444845.5 4105067.46))";"891463";"102632";TER;CGN;797.02
"MULTIPOINT ((445305.32 4104905.49))";"891464";"102632";TER;CGN;813.43
"MULTIPOINT ((445123.37 4104761.57))";"891465";"102632";TER;CGN;806.09
"MULTIPOINT ((445457.56 4104789.49))";"891466";"102632";TER;CGN;817.23
"MULTIPOINT ((446000.32 4105302.64))";"891467";"102632";TER;CGN;814.21
"MULTIPOINT ((445814.34 4105568.42))";"891468";"102632";TER;CGN;803.49
"MULTIPOINT ((445895.97 4105734.35))";"891469";"102632";TER;CGN;805.34
"MULTIPOINT ((446066.59 4106039.08))";"891470";"102632";TER;CGN;793.54
"MULTIPOINT ((445914.23 4106122.64))";"891471";"102632";TER;CGN;787.13
"MULTIPOINT ((445539.29 4106050.12))";"891472";"102632";TER;CGN;775.28
"MULTIPOINT ((445613.83 4105699.02))";"891473";"102632";TER;CGN;785.11
"MULTIPOINT ((445679.19 4105538.16))";"891474";"102632";TER;CGN;788.96
"MULTIPOINT ((445570.9 4105377.8))";"891475";"102632";TER;CGN;772.83
"MULTIPOINT ((445364.22 4105733.7))";"891476";"102632";TER;CGN;765.02
"MULTIPOINT ((445303.17 4106005.21))";"891477";"102632";TER;CGN;759.43
"MULTIPOINT ((444783.28 4106082.7))";"891478";"102632";TER;CGN;765.07
"MULTIPOINT ((444514.67 4105991.41))";"891479";"102632";TER;CGN;761.42
"MULTIPOINT ((444335.62 4106140.81))";"891480";"102632";TER;CGN;759.33
"MULTIPOINT ((444295.71 4105869.71))";"891481";"102632";TER;CGN;766.60
"MULTIPOINT ((444394.13 4105708.16))";"891482";"102632";TER;CGN;775.11
"MULTIPOINT ((444737.59 4105834.78))";"891483";"102632";TER;CGN;767.00
"MULTIPOINT ((444850.26 4105628.1))";"891484";"102632";TER;CGN;773.83
"MULTIPOINT ((444681.45 4105645.12))";"891485";"102632";TER;CGN;778.32
"MULTIPOINT ((444499.61 4105681.92))";"891486";"102632";TER;CGN;777.52
"MULTIPOINT ((444678.61 4105461.07))";"891487";"102632";TER;CGN;788.17
"MULTIPOINT ((444385.68 4105455.21))";"891488";"102632";TER;CGN;788.03
"MULTIPOINT ((445135.05 4105849.26))";"891489";"102632";TER;CGN;773.27
"MULTIPOINT ((444988.6 4105963.9))";"891490";"102632";TER;CGN;769.04
"MULTIPOINT ((445192.48 4105488.22))";"891491";"102632";TER;CGN;785.87
"MULTIPOINT ((444920.98 4105434.73))";"891492";"102632";TER;CGN;787.13
"MULTIPOINT ((444931.65 4104824.67))";"891493";"102632";TER;CGN;801.58
"MULTIPOINT ((445078.97 4104401.87))";"891494";"102632";TER;CGN;825.96
"MULTIPOINT ((446271.17 4105851.81))";"891495";"102632";TER;CGN;809.03
"MULTIPOINT ((446229.31 4105720.86))";"891496";"102632";TER;CGN;813.94
"MULTIPOINT ((446204.98 4105555.87))";"891497";"102632";TER;CGN;823.12
"MULTIPOINT ((446234.66 4105424.09))";"891498";"102632";TER;CGN;823.50
"MULTIPOINT ((446190.6 4105313.31))";"891499";"102632";TER;CGN;826.50
"MULTIPOINT ((446061.63 4105196.85))";"891500";"102632";TER;CGN;816.19
"MULTIPOINT ((446019.86 4105060.35))";"891501";"102632";TER;CGN;814.55
"MULTIPOINT ((445973.52 4104914.09))";"891502";"102632";TER;CGN;803.31
"MULTIPOINT ((446012.71 4104755.46))";"891503";"102632";TER;CGN;794.24
"MULTIPOINT ((446096.52 4104536.84))";"891504";"102632";TER;CGN;792.90
"MULTIPOINT ((446204.19 4104421.07))";"891505";"102632";TER;CGN;796.27
"MULTIPOINT ((439861.29 4106892.74))";"891506";"102632";TER;CGN;753.19
"MULTIPOINT ((439803.79 4106882.39))";"891507";"102632";TER;CGN;746.63
"MULTIPOINT ((440083.53 4106796.36))";"891508";"102632";TER;CGN;748.43
"MULTIPOINT ((440022.62 4106809.42))";"891509";"102632";TER;CGN;739.02
"MULTIPOINT ((442941.9 4106619.63))";"891510";"102632";TER;CGN;754.49
"MULTIPOINT ((443065.85 4106633.25))";"891511";"102632";TER;CGN;746.80
"MULTIPOINT ((439406.05 4107343.88))";"891512";"102632";TER;CGN;817.42
"MULTIPOINT ((439284.34 4107307.75))";"891513";"102632";TER;CGN;801.36
"MULTIPOINT ((440919.31 4106508.57))";"891514";"102632";TER;CGN;755.83
"MULTIPOINT ((438918.46 4107185.36))";"891515";"102632";TER;CGN;872.14
"MULTIPOINT ((441186.03 4105078.3))";"891516";"102632";TER;CIM;834.27
"MULTIPOINT ((441032.54 4104675.69))";"891517";"102632";TER;COL;807.63
"MULTIPOINT ((440973.87 4106298.63))";"891518";"102632";TER;COL;779.78
"MULTIPOINT ((440983.63 4106365.75))";"891519";"102632";TER;CIM;781.86
"MULTIPOINT ((440967.26 4106246.41))";"891520";"102632";TER;CIM;781.11
"MULTIPOINT ((443242.12 4105232.82))";"891521";"102632";TER;CGN;796.71
"MULTIPOINT ((443190.32 4104970.16))";"891522";"102632";TER;CGN;815.12
"MULTIPOINT ((443215.77 4104856.37))";"891523";"102632";TER;CGN;807.53
"MULTIPOINT ((440353.02 4105611.43))";"891524";"102632";TER;CIM;830.70
"MULTIPOINT ((442477.66 4105416.11))";"891525";"102632";TER;CGN;747.55
"MULTIPOINT ((442394.15 4104418.46))";"891526";"102632";TER;CGN;774.70
"MULTIPOINT ((442407.98 4104422.83))";"891527";"102632";TER;CGN;774.27
"MULTIPOINT ((442388.04 4104498.0))";"891528";"102632";TER;CGN;771.50
"MULTIPOINT ((442401.99 4104501.95))";"891529";"102632";TER;CGN;771.75
